instance_id,p,optimizer_seed,lbfgsb_approx_ratio,cobyla_approx_ratio,delta_cobyla_minus_lbfgsb,lbfgsb_objective_evaluations,cobyla_objective_evaluations,evidence_label
n10_d50_s17,1,0,0.6594015701400656,0.6586864937220442,-0.0007150764180213764,42,119,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s17,1,1,0.6357142857142967,0.6635410038717449,0.027826718157448194,12,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s17,1,2,0.6848773178782266,0.6848773178779949,-2.3170354523927017e-13,51,54,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s17,1,3,0.6357142857142863,0.7766295150365898,0.1409152293223035,54,17,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s17,1,4,0.6848773178782283,0.6758594491786403,-0.009017868699587983,57,118,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s17,2,0,0.7576750258873345,0.7008827463758236,-0.05679227951151089,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s17,2,1,0.7955597554804618,0.7293037245377608,-0.06625603094270094,120,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s17,2,2,0.6357142857142861,0.6700168664183656,0.03430258070407943,50,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s17,2,3,0.7962374890947757,0.7962067572124631,-3.07318823125069e-05,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s17,2,4,0.6357142857143523,0.796288991837845,0.16057470612349267,20,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s17,3,0,0.70240147624741,0.6825482438131573,-0.019853232434252743,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s17,3,1,0.6357142857143377,0.7089608953881074,0.07324660967376961,56,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s17,3,2,0.7882558570994297,0.6800157039302458,-0.1082401531691839,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s17,3,3,0.6814419908797138,0.6820173691735416,0.0005753782938278107,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s17,3,4,0.7675484706976703,0.695472417142951,-0.07207605355471924,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,1,0,0.6170303194237468,0.6170303194218988,-1.847966224488573e-12,39,51,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,1,1,0.6279917158831207,0.6008859123443159,-0.027105803538804873,48,94,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,1,2,0.581521739130435,0.6044894569064185,0.0229677177759835,15,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,1,3,0.6135543044950118,0.6135543044869922,-8.019584996077356e-12,33,98,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,1,4,0.581521739130435,0.6170303194203963,0.03550858028996129,21,68,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,2,0,0.6119666333343919,0.6265493376327751,0.014582704298383153,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,2,1,0.6369622761624206,0.6131901208007617,-0.023772155361658887,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,2,2,0.7505963443252983,0.7513477883108676,0.0007514439855692556,90,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,2,3,0.5815217391304348,0.6038935932769043,0.022371854146469472,30,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,2,4,0.6290064645419559,0.639610324725348,0.0106038601833921,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,3,0,0.8000956306865357,0.8062972538083837,0.006201623121848021,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,3,1,0.5815217391304535,0.608087771446784,0.02656603231633059,28,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,3,2,0.6284955802582168,0.7504834378995867,0.12198785764136988,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,3,3,0.6279995925704682,0.6217385285880139,-0.006261063982454296,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d50_s42,3,4,0.6009092843339738,0.6324087354310904,0.031499451097116604,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,1,0,0.7043478260869578,0.7195397824157758,0.01519195632881798,15,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,1,1,0.7043478260869567,0.719515796874798,0.015167970787841378,24,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,1,2,0.727117067449618,0.7164961049035874,-0.010620962546030621,42,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,1,3,0.7148858604073083,0.7281016053970906,0.013215744989782285,45,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,1,4,0.7108751288837599,0.7108341029762313,-4.102590752863566e-05,48,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,2,0,0.7290018383514281,0.7355593558971325,0.006557517545704439,110,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,2,1,0.7225995606860218,0.8340362359113704,0.11143667522534861,110,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,2,2,0.7305752595586471,0.7304747408565676,-0.00010051870207949953,100,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,2,3,0.7043478260869576,0.720110653968747,0.0157628278817894,25,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,2,4,0.7277812300947328,0.7271622818944051,-0.0006189482003277069,120,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,3,0,0.7043478260869556,0.7303500092982312,0.026002183211275676,28,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,3,1,0.7043478260873898,0.7215694685906368,0.01722164250324698,49,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,3,2,0.7266804448842337,0.7193677038324509,-0.007312741051782812,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,3,3,0.7321492580630852,0.721894278420107,-0.010254979642978168,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s17,3,4,0.722519462424399,0.7262170383432239,0.0036975759188249135,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,1,0,0.6954457379557663,0.8031539665959225,0.10770822864015628,66,120,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,1,1,0.7399784509539674,0.7082656042059944,-0.031712846747973034,30,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,1,2,0.6869878908662367,0.694426382826445,0.007438491960208293,51,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,1,3,0.6980195602904173,0.6986208047040722,0.0006012444136548334,84,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,1,4,0.6791044776120491,0.6791255950374664,2.1117425417327418e-05,30,14,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,2,0,0.7083958646372919,0.7027239005489028,-0.005671964088389103,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,2,1,0.6986208049799636,0.7012879628340085,0.0026671578540449215,110,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,2,2,0.6791044776119601,0.6973951402099159,0.018290662597955754,30,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,2,3,0.7065463550880653,0.7042205142808053,-0.002325840807259949,125,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,2,4,0.690631365029565,0.7011338659198257,0.010502500890260724,105,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,3,0,0.6791044776119423,0.6979474755420013,0.018842997930059058,56,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,3,1,0.6791044776119436,0.71574333405818,0.036638856446236434,77,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,3,2,0.7082683657439982,0.7063602178589422,-0.0019081478850559996,84,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,3,3,0.6791044776119607,0.6949972929963272,0.015892815384366488,49,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n10_d75_s42,3,4,0.7009488548193548,0.6995869647279785,-0.0013618900913762166,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,1,0,0.5710583253784283,0.5766894472542606,0.005631121875832368,39,124,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,1,1,0.7341604826476844,0.7341604826168893,-3.079514421244767e-11,42,82,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,1,2,0.571058325378425,0.5710582166157342,-1.0876269085358103e-07,39,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,1,3,0.5370370370370371,0.7341604826069428,0.1971234455699057,39,116,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,1,4,0.6338761468350768,0.6338761164975533,-3.033752349335117e-08,39,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,2,0,0.5370370370370575,0.5864314859549832,0.04939444891792566,30,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,2,1,0.6404262698526955,0.6389380846559285,-0.0014881851967669668,115,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,2,2,0.5370370370382647,0.6390653082052633,0.10202827116699864,45,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,2,3,0.7369296369824982,0.6484887214000725,-0.08844091558242573,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,2,4,0.6061222488647008,0.5822871487233026,-0.023835100141398224,110,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,3,0,0.5370370370370379,0.6583383912190606,0.1213013541820227,28,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,3,1,0.6338761447193655,0.626132145619111,-0.007743999100254473,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,3,2,0.6371553649585949,0.653599447182648,0.016444082224053025,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,3,3,0.7855765773850192,0.7542619917081246,-0.0313145856768946,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s17,3,4,0.5370370370370587,0.7356913534730867,0.19865431643602793,21,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,1,0,0.5729316582776353,0.5824382755371241,0.00950661725948887,51,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,1,1,0.5241935483870969,0.5729316582704865,0.04873810988338967,9,75,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,1,2,0.5648874118316224,0.5648874118050604,-2.6561974841854408e-11,39,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,1,3,0.5241935483870969,0.5729316582767859,0.048738109889689074,30,79,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,1,4,0.5241935483870969,0.5824382999593367,0.05824475157223985,54,123,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,2,0,0.5764132097890078,0.5743572572543771,-0.002055952534630645,110,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,2,1,0.648445584378376,0.6484434180438512,-2.1663345247668886e-06,105,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,2,2,0.5241935483871062,0.5888938395043235,0.06470029111721731,15,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,2,3,0.5642296299276326,0.6298173837758133,0.06558775384818072,115,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,2,4,0.5241935483870969,0.5980638466929659,0.073870298305869,15,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,3,0,0.661094739911496,0.7643650459598182,0.10327030604832221,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,3,1,0.6205750187947269,0.6124864930784101,-0.008088525716316797,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,3,2,0.7769020327368231,0.6719362074362338,-0.10496582530058929,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,3,3,0.7615551855382638,0.7679731703419967,0.006417984803732901,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d25_s42,3,4,0.5241935483871247,0.7656584992931399,0.24146495090601516,35,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,1,0,0.6722689075630254,0.6890017335044951,0.016732825941469742,12,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,1,1,0.6769140354776879,0.6769138887765014,-1.4670118653192787e-07,30,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,1,2,0.6954926138253328,0.6804935223193583,-0.014999091505974449,111,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,1,3,0.6837871000270399,0.7015029989794075,0.01771589895236758,51,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,1,4,0.7215486128535146,0.7215321687116593,-1.6444141855309624e-05,63,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,2,0,0.6801340610802865,0.6801179938012938,-1.6067278992726308e-05,115,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,2,1,0.6722689075635124,0.7061328902918083,0.03386398272829583,20,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,2,2,0.6722689075630254,0.7277087723495,0.05543986478647467,15,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,2,3,0.6987108191309589,0.8304238084357574,0.13171298930479847,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,2,4,0.6901689518621856,0.6912609065051444,0.0010919546429587479,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,3,0,0.7227342900721232,0.7184515062713678,-0.004282783800755419,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,3,1,0.6819771747871861,0.6941750611249393,0.012197886337753205,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,3,2,0.713480108677276,0.7121146401261365,-0.0013654685511395037,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,3,3,0.6926270281273232,0.6810122101038776,-0.011614818023445661,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s17,3,4,0.6914274039176548,0.8294658906156424,0.13803848669798757,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,1,0,0.609375,0.6270423699424639,0.017667369942463873,6,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,1,1,0.6299441714395517,0.6377462832701022,0.007802111830550462,39,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,1,2,0.6093750000000044,0.6265093132203299,0.017134313220325437,24,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,1,3,0.6093750000000001,0.6382432061447004,0.028868206144700315,21,122,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,1,4,0.6093750000001619,0.6163889191574089,0.007013919157247028,42,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,2,0,0.6393594360009847,0.6417806308173033,0.002421194816318639,105,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,2,1,0.6093750000000602,0.7592109954489203,0.14983599544886017,15,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,2,2,0.6337253962432354,0.6318360126309472,-0.0018893836122881869,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,2,3,0.6433769990017755,0.6430527655837578,-0.00032423341801768313,120,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,2,4,0.7596351212598156,0.7592103753318575,-0.0004247459279580479,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,3,0,0.6169428543108064,0.7582329818424811,0.1412901275316747,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,3,1,0.6374547234734873,0.759714164370313,0.12225944089682572,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,3,2,0.6449378317876688,0.6595241664440643,0.014586334656395472,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,3,3,0.6362710226289706,0.6525492909641917,0.016278268335221058,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d50_s42,3,4,0.6404757677431785,0.6283948147240126,-0.012080953019165896,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,1,0,0.7422249074388297,0.7371930839591949,-0.005031823479634823,45,76,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,1,1,0.7439599631786024,0.7439438516275908,-1.6111551011555036e-05,36,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,1,2,0.7347560975609755,0.742224831376863,0.007468733815887529,51,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,1,3,0.7374909479158673,0.7500701243011116,0.012579176385244306,54,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,1,4,0.7347560975609756,0.7422247394296859,0.007468641868710324,33,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,2,0,0.7403883026177294,0.7419936928353749,0.001605390217645497,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,2,1,0.7414969628518255,0.7400025964066831,-0.0014943664451424477,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,2,2,0.7425790602565601,0.7439635836692051,0.0013845234126450556,110,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,2,3,0.7460155500636613,0.7390512157344548,-0.006964334329206512,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,2,4,0.7503046468631186,0.7480464288720748,-0.002258217991043754,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,3,0,0.8455345086086448,0.8409747733898435,-0.004559735218801264,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,3,1,0.7399356465049493,0.7405026383131122,0.0005669918081629977,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,3,2,0.7429340917356777,0.7424171402057451,-0.0005169515299325855,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,3,3,0.740007917607901,0.7424910811388715,0.0024831635309705558,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s17,3,4,0.8461258162170345,0.8460521596937887,-7.365652324586858e-05,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,1,0,0.8203646799997,0.8203646799628121,-3.68878261269856e-11,87,123,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,1,1,0.7114285714285767,0.82036466384124,0.10893609241266322,33,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,1,2,0.7173215986225158,0.8203646799994928,0.10304308137697704,33,78,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,1,3,0.7114285714285714,0.7196050128744079,0.008176441445836513,6,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,1,4,0.7173215986225158,0.8203646662265328,0.10304306760401705,48,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,2,0,0.7114285714285714,0.7180379398993958,0.006609368470824384,10,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,2,1,0.7142008467745625,0.7150780861794479,0.0008772394048853771,110,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,2,2,0.711428571428572,0.8199958341198366,0.1085672626912646,20,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,2,3,0.8203635230126374,0.7281173498648909,-0.09224617314774652,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,2,4,0.7155868753810887,0.7155861522660191,-7.23115069600766e-07,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,3,0,0.7534609128544284,0.8201257937038349,0.06666488084940647,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,3,1,0.7313363844445989,0.7327569659418551,0.0014205814972562125,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,3,2,0.7978363971071176,0.7187303175684384,-0.07910607953867921,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,3,3,0.7114285714327401,0.7207040999479467,0.009275528515206632,70,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n12_d75_s42,3,4,0.7239003871908355,0.7202669452241094,-0.003633441966726103,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s17,1,0,0.6008465300672695,0.596056261686916,-0.004790268380353568,60,102,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s17,1,1,0.6563318988134534,0.6563318988126416,-8.117950756059145e-13,39,59,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
